4341105363623287	0	0	1	1	0	1.0	26	0	1
4341153786151819	0	0	0.33492047561440924	0	1	0.3333333333333333	132	1	1
4340014634306617	0	0	1	1	0	1.0	32	0	1
4340484727780911	0	0	0.562470914534843	1	0	0.16666666666666666	8	4	1
4343704061616992	0	0	1	1	0	1.0	43	0	1
4340640914970364	0	0	0.5619049354981587	0	1	0.25	4	4	1
4341870082102668	0	0.1331972445142662	1	0	1	1.0	5	2	1
4339729535705001	0	0	1	1	0	1.0	7	0	1
4343376419156612	0	0.3434734200572361	1.050399477613792	1	0	0.3333333333333333	0	1	1
4343217522175922	0	0	1.0690449676496976	1	0	0.5	44	0	1
4339899810994390	0.5929781747352753	0.2516415622361334	1	1	0	1.0	9	1	1
4340110843276658	0	0	0.897264259717212	1	0	0.3333333333333333	14	3	1
4339889573018922	0	0	0.5922411737326465	1	0	0.3333333333333333	4	2	1
4273699341028446	0	0	0.24253562503633297	1	0	0.5	13	0	1
4342855075772488	0	0	1	1	0	1.0	45	0	1
4343651956146070	0	0	0.5890927370807334	1	0	0.25	6	5	1
4341140763498362	0	0	0.4190144542646111	0	0	0.25	21	4	1
4342445737060124	0	0	0.5904123279742296	1	0	0.25	120	1	1
4339958686796447	0	0	1	1	0	1.0	18	0	1
4343915567738123	0.5929781747352753	0.28679657440484274	0.26148818018424536	1	0	0.5	7	2	1
4343952008796690	0	0	1	1	0	1.0	58	0	1
4344232396995802	0	0	1	1	0	1.0	6	3	1
4340744686907171	0	0.28679657440484274	0.5487207809186547	1	0	0.3333333333333333	12	2	1
4341079345651789	0	0	1.192501577667722	0	0	0.25	21	0	1
4342837221231730	0.11741163120596335	0	0.6030226891555273	1	0	0.5	100	0	1
4343602320720875	0	0	1	1	0	1.0	4	3	1
4338610112644890	0	0	0.2773500981126146	1	0	0.5	9	0	1
4339978617756844	0	0.1258207811180667	0.23308257800682164	1	0	0.25	9	2	1
4332450861434714	0.2004404183089396	0	1	1	0	1.0	11	5	1
4341816658484198	0	0	0.6495501239509673	0	1	0.2857142857142857	6	1	1
4342073094180977	0	0.2516415622361334	0.737978652098893	0	1	0.25	2	2	1
4340615397091229	0	0.6226068280416431	1.0936171224485103	1	0	0.3333333333333333	4	1	1
4341786484631720	0	0	0.5655013866766092	1	0	0.09090909090909091	5	0	1
4340670238159549	0	0	0.3911206295273198	1	0	0.25	0	0	1
4343475141082139	0	0	1	1	0	1.0	10	1	1
4341746374852258	0	0	1.1917080461366747	0	1	0.5	8	2	1
4343735921721432	0	0	1.0690449676496976	1	0	0.5	21	2	1
4340121525833793	0	0	0.5659364167720269	1	0	0.5	43	3	1
4343901404147501	0	0	0.8763154473371804	1	0	0.3333333333333333	134	1	1
4341088103838924	0	0	0.4242640687119285	1	0	0.5	80	2	1
4343576416756239	0	0	0.3546674407012332	1	0	0.3333333333333333	92	3	1
4343335923638446	0.7103898059412386	0	1	1	0	1.0	174	1	1
4340847014965828	0	0	2.9211869733608857	1	0	0.5	7	0	1
4342074105529526	0	0	0.6099942813304187	1	0	0.5	2	2	1
4340518173059972	0	0	0.45293852040423827	1	0	0.2	10	0	1
4342564167500382	0	0	0.5930081900252883	0	1	0.125	37	2	1
4342101057848539	0	0.1258207811180667	0.48666426339228763	1	0	0.5	4	1	1
4340716044358764	0	0	1	1	0	1.0	2	0	1
4343632829881910	0	0	1	1	0	1.0	20	1	1
4341251706792248	0	0	0.4660752310725731	1	0	0.25	24	1	1
4343885407091346	0	0	0.8677569395281769	1	0	0.25	15	1	1
4343595894633030	0	0	0.4785101489172643	1	0	0.5	19	1	1
4342481577287602	0	0	0.2815188362692615	1	0	0.25	101	0	1
4342473436314877	0	0	0.4442686442979982	0	1	0.3333333333333333	28	2	1
4340418768127720	0.2004404183089396	0	1.0690449676496976	1	0	0.5	109	0	1
4343995179663719	0	0	1.3202504100041106	1	0	0.16666666666666666	15	1	1
4343350867937312	0	0.2996468886097017	0.9090909090909091	1	0	0.5	5	3	1
4339916240520579	0	0	0.4472135954999579	1	0	0.5	20	0	1
4342282238904028	0	0.3434734200572361	0.6623793523085784	1	0	0.16666666666666666	6	2	1
4341059880126166	0	0	1	1	0	1.0	45	0	1
4340066409742590	0	0	1	1	0	1.0	33	0	1
4342610690259303	0	0	0.5185465587690576	0	1	0.125	6	5	1
4341520696409298	0	0	0.6166698388447786	1	0	0.5	45	4	1
4341178650564422	0	0	0.4307748951706429	1	0	0.5	131	0	1
4340668123787973	0	0	0.531925093519636	0	1	0.07142857142857142	91	1	1
4340399419615638	0	0	1.0215078369104984	1	0	0.5	5	0	1
4340085568398458	0	0	0.6889730867859988	1	0	0.25	15	0	1
4340284551310490	0	0.6226068280416431	0.7515784009088146	1	0	0.25	62	1	1
4342940412777995	0	0	1	1	0	1.0	43	1	1
4342045214774489	0	0	1.0215078369104984	1	0	0.5	7	0	1
4340152580799668	0	0.6226068280416431	0.6235890904488268	1	0	0.16666666666666666	10	2	1
4341122006784533	0	0	1	1	0	1.0	41	0	1
4343509533804634	0	0	1	1	0	1.0	4	0	1
4340455896593142	0	0	0.9771398364036775	0	1	0.5	6	3	1
4342141289065289	0	0	0.8898226888547044	1	0	0.4	44	1	1
4339939606871003	0.5929781747352753	0.28679657440484274	0.45784406453324017	0	0	0.2	12	5	1
4343510490834617	0	0	0.6089251234511165	1	0	0.25	2	1	1
4343503826332060	0	0	0.6808746618408255	1	0	0.14285714285714285	7	2	1
4340024121932881	0	0	0.7891756391718852	0	1	0.3333333333333333	70	1	1
4339868870416452	0	0.28679657440484274	0.3687377550803435	0	1	0.25	10	2	1
4340232616447439	0	0	1	1	0	1.0	19	1	1
4344237807705221	0	0	1	0	1	1.0	9	1	1
4343184631151098	0	0	0.42799994420717763	0	1	0.2	91	1	1
4343236199816316	0	0	0.4488460217156274	1	0	0.6666666666666666	15	1	1
4343124433896250	0.5929781747352753	0.28679657440484274	0.4087111694777742	1	0	0.3333333333333333	8	3	1
4341417847089255	0	0	1	1	0	1.0	69	0	1
4341945901522034	0.5929781747352753	0	0.7580036528826235	0	1	0.25	83	1	1
4341148896021052	0	0.6226068280416431	0.7142857142857143	1	0	0.5	12	1	1
4343504626921828	0.7573432748195874	0	1	1	0	1.0	74	0	1
4343589247111250	0	0	0.24743582965269675	1	0	0.5	11	3	1
4342126336829698	0	0.6226068280416431	0.5773502691896257	1	0	0.5	6	2	1
4342866354648316	0	0	1	1	0	1.0	61	1	1
4340818419013628	0	0	1	1	0	1.0	51	0	1
4342535830419484	0	0	0.8682026094678746	1	0	0.2	15	1	1
4343874191215741	0	0	0.14907119849998599	0	1	0.5	91	1	1
4342236940664897	0	0	1	0	0	1.0	33	0	1
4343245679469930	0	0	0.5725303047281786	1	0	0.3333333333333333	31	0	1
4341022391119248	0	0	0.26148818018424536	1	0	0.5	5	2	1
4341496343537214	0	0	0.4598244397400685	1	0	0.3333333333333333	0	0	1
4342510052379818	0	0	0.6414980085473718	1	0	0.3333333333333333	26	2	1
4343255494147424	0	0	1.0690449676496976	1	0	0.5	39	1	1
4339967944118634	0	0.6226068280416431	1.414213562373095	1	0	0.5	2	1	1
4342874138491745	0.4048234182394909	0	1	1	0	1.0	22	1	1
